OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;geo_shape;geo_point_2d
212;3;ECOLE DE MEDECINE;8 TER RUE DE L'ÉCOLE DE MÉDECINE;8 TER RUE DE L ECOLE DE MEDECINE;E1;6;SAEMES;WWW.SAEMES.FR;01 43 29 61 38;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2018;273,00;2785,00;OUI;1671,00;2228,00;NON;ND;01/01/2019;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;6;136,50;388,50;1365,00;136,50;388,50;1365,00;17;1,45;95,00;270,80;950,00;16,00;651631.5412;6861411.8185;2019-05-01;4E 5E 5F 5G 5H 5J 6E 6F 6G 7L 7M 7N;0,40;0,75;13,05;NON;ND;ND;NON;ND;3444,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.34085741115792, 48.85093111298769]}";48.850931113,2.34085741116
238;171;HAUSSMANN BERRI;163 TER ET 164 TER BOULEVARD HAUSSMANN;164 TER BOULEVARD HAUSSMANN;E2;8;SAEMES;WWW.SAEMES.FR;?;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/06/2018;250,00;2500,00;OUI;1500,00;2000,00;NON;ND;01/06/2018;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;3;125,00;356,50;1250,00;125,00;356,50;1250,00;24;1,40;87,00;249,00;875,00;10,00;649377.5795;6864132.5171;2019-05-01;8F 8G 8H 8J 17J 17K;0,35;0,70;12,60;OUI;525,00;700,00;NON;ND;3125,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.309818948412663, 48.87522470008275]}";48.8752247001,2.30981894841
334;175;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;19 TER RUE SOUFFLOT;E2;5;INDIGO;WWW.PARKINDIGO.FR;01 43 26 15 54;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;239,00;2486,00;NON;ND;ND;NON;ND;01/01/2017;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;2;119,50;341,00;1243,00;119,50;341,00;1243,00;32;1,20;83,60;238,70;870,10;10,10;651671.8227;6860981.0898;2019-05-01;ND;0,30;0,60;10,80;NON;ND;ND;NON;ND;3077,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.341455275574806, 48.847060610696246]}";48.8470606107,2.34145527557
216;13;EYLAU;6 AVENUE D'EYLAU;6 AVENUE D EYLAU;E1;16;INDIGO;WWW.PARKINDIGO.FR;01 47 04 75 81;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;647627.2561;6862887.8864;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.286109904018239, 48.86389210319559]}";48.8638921032,2.28610990402
234;106;GRENIER SAINT LAZARE;20 TER RUE DU GRENIER SAINT LAZARE;20 TER RUE DU GRENIER SAINT LAZARE;E1;3;INDIGO;WWW.PARKINDIGO.FR;Sans objet;180;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;652556.8848;6862751.1153;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.353317518744047, 48.8630440823885]}";48.8630440824,2.35331751874
250;108;JOUFFROY;6 RUE JOUFFROY D'ABBANS;6 RUE JOUFFROY D ABBANS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/08/2016;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;649630.4241;6865461.9048;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.31310836979106, 48.88719926799184]}";48.887199268,2.31310836979
183;42;BAC MONTALEMBERT;39 RUE DU BAC;39 RUE DU BAC;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 42 22 15 66;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/08/2016;398,00;4139,00;OUI;2483,40;3311,20;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;9;199,00;567,00;2069,50;199,00;567,00;2069,50;13;1,60;139,00;396,00;1448,50;12,60;650625.0839;6862046.563;2019-05-01;1E 6E 7G 7J 7L 7M 8E;0,40;0,80;13,60;OUI;869,10;1158,80;NON;ND;5630,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.327068827122027, 48.856562969044425]}";48.856562969,2.32706882712
191;150;BORDS DE SEINE FREYSSINET (RIVE GAUCHE);25 RUE ABEL GANCE;25 RUE ABEL GANCE;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 53 60 16 80;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/09/2016;235,00;2350,00;OUI;1410,00;1880,00;NON;ND;01/09/2016;0,90;1,80;3,60;5,40;7,20;10,80;14,40;25,20;28,80;32,40;32,40;32,40;32,40;32,40;9;118,00;329,00;1175,00;118,00;329,00;1175,00;16;1,20;82,00;230,00;823,00;10,00;653980.169;6859637.453;2019-05-01;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,30;0,60;10,80;OUI;493,50;658,00;NON;ND;2938,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.3730540074404, 48.83514621595672]}";48.835146216,2.37305400744
279;188;MEDITERRANEE;24 ET 40 RUE DE CHÂLON;24 RUE DE CHALON;E2;12;SAEMES;WWW.SAEMES.FR;01 43 07 48 58;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;297,00;2970,00;NON;ND;ND;NON;ND;01/01/2019;1,20;2,40;4,80;7,20;9,60;14,40;18,60;30,80;34,80;38,80;38,80;38,80;38,80;38,80;62;148,50;423,00;1485,00;148,50;423,00;1485,00;146;1,60;103,90;296,10;1039,50;15,00;654278.054;6860643.835;2019-05-01;ND;0,40;0,80;13,50;NON;ND;ND;OUI;940,00;3710,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.377003872115962, 48.84421787699114]}";48.844217877,2.37700387212
303;172;PORTE DE CHAMPERRET;6 TER AVENUE DE LA PORTE DE CHAMPERRET, 10 BOULEVARD DE L'YSER;6 TER AVENUE DE LA PORTE DE CHAMPERRET;E2;17;INDIGO;WWW.PARKINDIGO.FR;01 43 80 73 81;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;148,00;1539,00;NON;ND;ND;OUI;1082,00;01/03/2018;1,05;2,10;4,20;6,30;8,40;12,60;16,80;28,80;32,40;36,00;36,00;36,00;36,00;36,00;29;ND;ND;ND;74,00;211,00;770,00;37;1,40;72,00;205,00;749,00;16,00;647767.182;6865393.8;2019-05-01;17E 17F 17G 17H 17L 17M 17N;0,35;0,70;11,65;NON;ND;ND;OUI;520,00;1924,00;NON;OUI;75,00;"{""type"": ""Point"", ""coordinates"": [2.287709004969471, 48.886438374687856]}";48.8864383747,2.28770900497
325;139;SAINT MICHEL;5 PLACE SAINT-ANDRÉ DES ARTS;5 PLACE SAINT ANDRE DES ARTS;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 56 24 44 32;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;335,00;3484,00;OUI;2090,40;2787,20;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;9;167,50;478,00;1742,00;167,50;478,00;1742,00;10;1,60;117,25;334,10;1219,40;10,10;651819.7158;6861635.332;2019-05-01;5H 5J 6E 6G;0,40;0,80;13,60;OUI;731,64;975,52;NON;ND;4355,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.343396320029293, 48.852955254455296]}";48.8529552545,2.34339632003
204;119;CHARLETY THOMIRE;12 RUE THOMIRE;12 RUE THOMIRE;E1;13;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;01/07/2018;92,00;957,00;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;26;ND;ND;ND;ND;ND;ND;24;ND;37,00;ND;383,00;ND;652166.7377;6857866.3452;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.348549088885551, 48.81908635497679]}";48.819086355,2.34854908889
210;122;DELESSERT;11 RUE BEETHOVEN;11 RUE BEETHOVEN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;647689.2286;6862298.9746;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3170,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.287027081706126, 48.858601170072724]}";48.8586011701,2.28702708171
237;31;HAUSSMANN BERRI;163 TER ET 164 TER BOULEVARD HAUSSMANN;163 TER BOULEVARD HAUSSMANN;E1;8;SAEMES;WWW.SAEMES.FR;?;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/06/2018;250,00;2500,00;OUI;1500,00;2000,00;NON;ND;01/06/2018;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;3;125,00;356,50;1250,00;125,00;356,50;1250,00;24;1,40;87,00;249,00;875,00;10,00;649305.149;6864093.1246;2019-05-01;8F 8G 8H 8J 17J 17K;0,35;0,70;12,60;OUI;525,00;700,00;NON;ND;3125,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.308836189494885, 48.87486475717652]}";48.8748647572,2.30883618949
239;115;HECTOR MALOT;61 TER AVENUE DAUMESNIL;61 TER AVENUE DAUMESNIL;E1;12;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;OUI;OUI;OUI;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;6;120,00;ND;456,00;ND;ND;ND;36;ND;74,00;191,00;730,00;15,00;654233.34;6860953.5295;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1825,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.376361308243498, 48.84699979081419]}";48.8469997908,2.37636130824
247;58;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY;2 TER PLACE JOFFRE;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;OUI;OUI;NON;OUI;01/01/2016;191,00;1986,00;NON;ND;ND;NON;ND;01/01/2017;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;1;95,50;272,00;993,00;95,50;272,00;993,00;19;1,60;76,00;218,00;799,00;10,00;648986.9032000001;6861819.8131;2019-05-01;ND;0,40;0,80;13,60;NON;ND;ND;NON;ND;3110,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.304770391766118, 48.8543962027266]}";48.8543962027,2.30477039177
262;132;MAILLOT PEREIRE (SURFACE);271/M BOULEVARD PÉREIRE;271 M BOULEVARD PEREIRE;E1;17;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;NON;01/01/2019;137,00;1370,00;OUI;822,00;1096,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;68,50;195,00;685,00;68,50;195,00;685,00;0;ND;ND;ND;ND;ND;647569.314;6864465.497;2019-05-01;16E 16F 17E 17F 17G 17H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.285125460654178, 48.87807440598692]}";48.878074406,2.28512546065
315;47;REUILLY DIDEROT;30 TER RUE DE REUILLY;30 TER RUE DE REUILLY;E1;12;SAEMES;WWW.SAEMES.FR;01 43 45 81 21;185;350;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2018;184,00;1932,00;NON;ND;ND;OUI;1545,00;01/07/2017;1,00;2,00;4,00;6,00;8,00;12,00;16,00;28,00;32,00;36,00;36,00;36,00;36,00;36,00;3;ND;ND;ND;226,00;643,00;ND;5;1,40;74,00;206,00;772,00;15,00;655021.5243;6860894.1857;2019-05-01;12E 12G 12H 12J 12M 12N 12P 12R 11K 11L;0,30;0,70;12,60;NON;ND;ND;OUI;580,00;2415,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.387107330844675, 48.846521611677794]}";48.8465216117,2.38710733084
321;160;SAINT GERMAIN DES PRES;169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;01/08/2016;310,00;3224,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;17;ND;ND;ND;ND;ND;1612,00;19;ND;138,00;368,00;1435,00;ND;650918.1711;6861771.406;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.331094890665365, 48.85411090637123]}";48.8541109064,2.33109489067
346;4;VILLIERS;14 AVENUE DE VILLIERS;14 AVENUE DE VILLIERS;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 47 63 44 91;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/06/2018;311,00;3234,00;OUI;1950,00;2600,00;NON;ND;01/06/2018;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;37,80;37,80;37,80;37,80;1;155,50;443,00;1617,00;155,50;443,00;1617,00;9;1,20;109,00;310,00;1134,00;ND;649708.5318;6864878.1439;2019-05-01;17G 17H 17J 17K 17L 17M 17N;0,30;0,60;10,80;OUI;682,50;910,00;NON;ND;4046,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.314242607901708, 48.88195582063875]}";48.8819558206,2.3142426079
227;20;GEORGE V;113 AVENUE DES CHAMPS-ELYSEES, 32 TER AVENUE GEORGE V;113 AVENUE DES CHAMPS ELYSEES;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 47 20 02 68;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/06/2018;253,00;2530,00;OUI;1515,00;2020,00;NON;ND;01/06/2018;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;17;126,50;354,20;1265,00;126,50;354,20;1265,00;25;1,50;88,50;247,95;885,50;10,00;648620.6122;6863778.6638;2019-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;0,40;0,80;13,50;OUI;530,25;707,00;NON;ND;3320,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.299541863943405, 48.8719826519721]}";48.871982652,2.29954186394
229;71;GOURAUD;5 AVENUE ÉMILE POUVILLON;5 AVENUE EMILE POUVILLON;E1;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;648587.2638;6862184.6568;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.299280086588909, 48.857645423424415]}";48.8576454234,2.29928008659
256;183;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;5 TER RUE DE LOBAU;E2;4;INDIGO;WWW.PARKINDIGO.FR;01 42 77 88 53;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/08/2016;266,00;2660,00;OUI;1597,50;2130,00;NON;ND;01/07/2016;1,15;2,30;4,60;6,90;9,20;13,80;18,40;32,20;36,80;39,60;39,60;39,60;39,60;39,60;17;133,00;373,00;1330,00;133,00;373,00;1330,00;132;1,60;93,00;261,00;931,00;14,00;652544.241;6862033.056;2019-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,40;0,80;13,60;OUI;558,60;744,80;NON;ND;3413,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.353225350660585, 48.85658572901764]}";48.856585729,2.35322535066
260;112;MAC MAHON;17 AVENUE MAC MAHON;17 AVENUE MAC MAHON;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 45 74 65 66;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;NON;01/08/2016;248,00;2579,00;OUI;1547,25;2063,00;NON;ND;01/03/2018;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,40;34,40;36,80;36,80;36,80;36,80;36,80;6;124,00;353,00;1290,00;124,00;353,00;1290,00;15;1,50;87,00;248,00;905,00;10,00;648242.945;6864272.5271;2019-05-01;8F 8G 16E 16F 16G 17E 17F 17H 17J;0,35;0,70;12,40;OUI;541,50;722,00;NON;ND;3224,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.294333210233796, 48.876393581056924]}";48.8763935811,2.29433321023
301;22;PORTE D AUTEUIL;8 AVENUE DU GÉNÉRAL SARRAIL;8 AVENUE DU GENERAL SARRAIL;E1;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01.46.51.90.18;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;146,00;1460,00;OUI;876,00;1168,00;NON;ND;01/01/2019;1,05;2,10;4,20;6,30;8,40;12,60;16,80;29,40;33,60;37,80;42,00;46,20;46,20;46,20;23;73,00;204,40;730,00;73,00;204,40;730,00;27;1,45;51,10;143,08;511,00;10,00;645404.0842;6860973.7039;2019-05-01;16R 16S 16T 16U 16V 16W 16X 16Y 16Z;0,35;0,70;16,15;OUI;306,60;408,80;NON;ND;1825,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.2560535431737962, 48.84649361013941]}";48.8464936101,2.25605354317
313;177;PYRAMIDES;14 TER ET 29 TER RUE DES PYRAMIDES;29 TER RUE DES PYRAMIDES;E2;1;SAEMES;WWW.SAEMES.FR;01 47 03 02 88;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;273,00;2757,30;OUI;1515,00;2020,00;NON;ND;01/01/2019;1,05;2,10;4,10;6,20;8,20;12,30;16,40;28,70;32,80;36,90;36,90;36,90;36,90;36,90;16;136,50;375,40;1378,60;136,50;375,40;1378,60;46;1,40;95,50;262,70;965,00;10,00;651126.3788;6863118.7397;2019-05-01;1E 2E;0,35;0,70;12,60;OUI;530,20;707,00;NON;ND;3446,60;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.333777366469715, 48.866243117731166]}";48.8662431177,2.33377736647
314;126;RECOLLETS;3 PASSAGE DES RÉCOLLETS;3 PASSAGE DES RECOLLETS;E1;10;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;OUI;01/07/2018;170,00;1768,00;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;9;ND;85,00;234,00;884,00;ND;652992.005;6863990.4474;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3370,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.359111139958908, 48.874221066800224]}";48.8742210668,2.35911113996
317;159;ROND POINT (GARAGE);2/M ROND-POINT DES CHAMPS ÉLYSÉES-MARCEL DASSAULT;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;E1;8;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;OUI;OUI;OUI;NON;NON;01/07/2018;256,00;2560,00;OUI;1428,00;2040,00;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;128,00;364,50;ND;0;ND;ND;ND;ND;10,00;649454.5665;6863510.4723;2019-05-01;1E 2E 7G 7L 8E 8F 8G 8H 8J 8K 9G;ND;ND;ND;NON;ND;ND;NON;ND;3200,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.310942533945341, 48.86963686106196]}";48.8696368611,2.31094253395
326;135;SAINT PLACIDE;33 TER RUE SAINT-PLACIDE;33 TER RUE SAINT PLACIDE;E1;6;Q PARK;WWW.Q-PARK.FR;01 45 45 69 73;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;01/01/2019;300,00;3600,00;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5;ND;ND;ND;ND;ND;ND;0;ND;195,00;585,00;2340,00;ND;650523.0823;6861164.237;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.325781388465082, 48.84862046199839]}";48.848620462,2.32578138847
327;57;SAINT SULPICE;8/M PLACE SAINT SULPICE;8 M PLACE SAINT SULPICE;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 43 25 45 57;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;331,00;3442,00;NON;ND;ND;NON;ND;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;10;ND;ND;ND;ND;ND;1721,20;3;ND;132,00;376,20;1372,80;ND;651100.2601;6861472.5821;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;4212,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.333610716224296, 48.85143745328019]}";48.8514374533,2.33361071622
200;107;CHAMPS ELYSEES;62 TER ET 113 AVENUE DES CHAMPS ELYSÉES;62 TER AVENUE DES CHAMPS ELYSEES;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 45 61 40 79;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;01/08/2016;264,00;2626,50;NON;ND;ND;OUI;1838,55;01/09/2016;1,20;2,40;4,80;7,20;9,60;14,40;19,20;33,60;38,40;39,60;39,60;39,60;39,60;39,60;11;ND;ND;ND;132,00;367,00;1313,25;40;ND;72,00;206,00;727,00;ND;649061.3723;6863642.4694;2019-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.305566789133462, 48.87079290164241]}";48.8707929016,2.30556678913
218;68;FIRMIN GEMIER;5 RUE FIRMIN GEMIER;5 RUE FIRMIN GEMIER;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2018;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;96,00;ND;ND;ND;ND;7;ND;55,00;154,00;599,00;ND;650879.9809;6866288.4283;2019-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;1497,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.330052162620531, 48.89472840582793]}";48.8947284058,2.33005216262
228;169;GEORGE V;113 AVENUE DES CHAMPS-ELYSEES, 32 TER AVENUE GEORGE V;32 TER AVENUE GEORGE V;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 47 20 02 68;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/06/2018;253,00;2530,00;OUI;1515,00;2020,00;NON;ND;01/06/2018;1,10;2,20;4,40;6,60;8,80;13,20;17,60;30,80;35,20;39,60;39,60;39,60;39,60;39,60;17;126,50;354,20;1265,00;126,50;354,20;1265,00;25;1,50;88,50;247,95;885,50;10,00;648753.0356;6863435.1551;2019-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;0,40;0,80;13,50;OUI;530,25;707,00;NON;ND;3320,00;NON;NON;ND;"{""type"": ""Point"", ""coordinates"": [2.301388537285164, 48.86890411637127]}";48.8689041164,2.30138853729
